match_id,inning,over,ball,batsman_runs,bowler_runs,is_wicket
154,1,10,5,3.0,4.0,0.0
1782,1,12,3,3.0,2.0,1.0
675,2,8,5,6.0,,1.0
1730,2,17,6,3.0,1.0,1.0
825,2,17,5,1.0,3.0,1.0
933,2,10,1,0.0,,0.0
1733,1,9,2,4.0,6.0,1.0
121,2,18,5,3.0,6.0,
625,2,2,4,2.0,3.0,
1922,2,10,2,1.0,6.0,
1754,2,4,2,3.0,1.0,1.0
788,1,15,1,,3.0,
1582,1,17,5,0.0,3.0,
594,1,15,4,1.0,1.0,
550,1,18,6,0.0,2.0,1.0
1920,2,5,6,,1.0,1.0
1733,2,19,6,2.0,6.0,0.0
974,1,4,2,6.0,6.0,
907,1,10,3,2.0,,
1884,1,14,1,0.0,4.0,1.0
1677,2,19,1,2.0,4.0,0.0
875,2,14,2,2.0,3.0,
617,1,11,1,0.0,1.0,
1678,2,4,4,4.0,4.0,1.0
1179,1,3,6,3.0,0.0,1.0
1067,1,16,1,1.0,0.0,
1276,1,13,1,0.0,,
1424,1,6,2,6.0,2.0,
948,2,17,6,6.0,0.0,1.0
1178,2,18,1,0.0,6.0,
1182,1,3,3,1.0,0.0,1.0
270,1,2,4,,,0.0
740,2,2,5,1.0,3.0,0.0
1072,2,13,5,0.0,,
672,1,3,4,3.0,3.0,0.0
1056,1,20,1,4.0,4.0,0.0
1283,1,7,3,4.0,3.0,
545,2,3,2,2.0,4.0,0.0
645,1,12,3,0.0,1.0,
1270,1,11,6,0.0,0.0,0.0
703,1,5,6,0.0,,0.0
1156,2,14,2,3.0,4.0,
228,2,11,4,2.0,3.0,1.0
879,2,19,5,6.0,0.0,0.0
1716,1,1,2,,1.0,0.0
784,1,19,1,6.0,3.0,1.0
1280,2,10,5,2.0,6.0,0.0
1936,2,20,3,4.0,6.0,
1669,1,14,1,0.0,3.0,1.0
118,1,20,6,1.0,3.0,0.0
528,2,3,1,0.0,,1.0
1942,2,2,6,0.0,4.0,1.0
1588,1,1,3,4.0,2.0,1.0
412,1,18,1,3.0,6.0,0.0
628,2,8,3,0.0,6.0,0.0
455,1,14,5,6.0,0.0,1.0
647,1,8,4,1.0,4.0,
41,1,2,6,2.0,3.0,1.0
82,2,5,6,4.0,0.0,
1654,2,15,6,0.0,2.0,0.0
1818,1,2,3,1.0,0.0,0.0
116,1,14,1,2.0,1.0,1.0
1865,2,11,6,1.0,0.0,0.0
1814,1,9,3,3.0,4.0,1.0
225,2,14,6,4.0,6.0,
935,2,9,5,0.0,6.0,0.0
228,1,8,6,2.0,4.0,1.0
1211,1,9,3,2.0,2.0,0.0
342,1,15,3,0.0,,
606,2,1,4,3.0,6.0,1.0
682,2,5,4,2.0,0.0,
1852,2,14,1,2.0,0.0,0.0
308,1,16,3,1.0,0.0,1.0
1185,1,15,3,,,1.0
1863,1,6,6,1.0,0.0,
1305,1,2,2,3.0,6.0,1.0
183,2,3,6,4.0,1.0,
1771,1,11,4,4.0,6.0,1.0
878,1,6,6,6.0,3.0,1.0
1594,1,19,6,,4.0,1.0
1002,1,3,5,2.0,4.0,1.0
835,1,3,1,,,1.0
389,1,3,4,2.0,1.0,1.0
1295,1,11,5,0.0,2.0,1.0
491,2,12,5,1.0,1.0,
485,1,4,4,1.0,1.0,
1149,2,8,1,3.0,3.0,1.0
1918,2,12,2,4.0,4.0,
1183,2,3,2,,1.0,
461,2,12,6,3.0,,0.0
892,2,13,3,,3.0,1.0
230,1,12,2,4.0,1.0,0.0
77,2,13,4,2.0,3.0,1.0
985,1,3,3,2.0,1.0,
395,1,7,5,0.0,3.0,
1543,2,3,4,3.0,2.0,0.0
20,2,10,5,2.0,1.0,1.0
1754,1,20,3,4.0,1.0,0.0
1995,1,20,5,,3.0,
1047,1,10,4,0.0,1.0,0.0
1178,1,3,5,2.0,1.0,1.0
1590,2,14,5,1.0,,
1997,1,2,4,4.0,6.0,0.0
1702,1,16,2,2.0,2.0,0.0
199,2,10,1,4.0,3.0,1.0
1229,2,11,1,,4.0,1.0
290,2,6,1,2.0,3.0,
121,1,11,5,4.0,0.0,0.0
1557,1,15,6,1.0,2.0,
1594,2,14,1,6.0,0.0,0.0
1218,1,12,2,6.0,1.0,1.0
1072,2,5,6,,,0.0
1905,2,18,1,2.0,3.0,1.0
1100,1,9,3,3.0,,
770,1,18,4,6.0,6.0,1.0
349,1,2,6,2.0,3.0,0.0
1403,1,10,6,3.0,1.0,
928,2,19,1,1.0,3.0,1.0
781,1,12,6,1.0,4.0,0.0
598,2,13,2,4.0,1.0,
1699,2,17,3,3.0,4.0,
35,1,6,6,3.0,0.0,1.0
853,1,11,1,1.0,6.0,
1656,2,17,6,,0.0,1.0
231,1,8,4,2.0,4.0,
1927,2,13,6,0.0,4.0,
93,2,13,4,,3.0,1.0
1582,1,17,1,0.0,3.0,
468,1,8,6,4.0,6.0,1.0
1716,2,14,6,1.0,4.0,0.0
1100,2,6,1,0.0,6.0,1.0
140,1,8,4,0.0,4.0,1.0
2000,2,17,1,4.0,2.0,
1981,2,4,4,6.0,0.0,0.0
1769,1,11,5,4.0,2.0,0.0
840,2,12,2,,0.0,1.0
441,1,16,2,6.0,3.0,1.0
229,2,6,5,0.0,4.0,0.0
703,1,2,6,4.0,1.0,1.0
443,1,12,2,4.0,3.0,0.0
8,2,2,2,1.0,6.0,
796,2,10,4,6.0,0.0,0.0
602,2,3,2,2.0,6.0,
922,1,1,4,6.0,3.0,1.0
847,1,6,1,0.0,6.0,0.0
1099,2,20,2,0.0,3.0,1.0
1673,1,4,1,0.0,1.0,0.0
109,1,1,1,4.0,6.0,0.0
973,2,3,3,2.0,1.0,0.0
1018,2,6,1,4.0,3.0,1.0
114,2,8,2,3.0,1.0,0.0
1732,1,16,2,2.0,2.0,1.0
1314,2,9,6,6.0,3.0,0.0
1360,2,19,2,6.0,0.0,
1628,1,16,3,6.0,6.0,1.0
215,1,19,3,6.0,0.0,
1992,1,19,1,4.0,4.0,1.0
285,2,16,4,0.0,1.0,
40,1,20,2,3.0,,1.0
1024,2,10,3,6.0,2.0,1.0
1390,1,3,6,1.0,4.0,1.0
1443,2,6,4,0.0,2.0,
1242,1,11,6,2.0,3.0,1.0
545,2,10,3,4.0,2.0,
1073,2,2,5,3.0,,1.0
145,1,1,3,0.0,6.0,1.0
1610,1,11,6,1.0,4.0,
1290,2,14,1,4.0,4.0,1.0
1659,1,13,2,2.0,6.0,0.0
1529,2,11,4,4.0,1.0,0.0
1883,2,18,1,1.0,1.0,1.0
66,1,14,1,6.0,3.0,0.0
283,2,12,1,0.0,0.0,0.0
369,2,1,5,4.0,,1.0
305,2,3,6,0.0,6.0,1.0
428,1,6,2,6.0,0.0,
832,1,12,5,4.0,,0.0
512,1,2,1,1.0,6.0,1.0
921,2,4,5,,3.0,1.0
1317,2,9,3,,3.0,0.0
222,1,11,1,,4.0,
1495,1,19,5,2.0,2.0,0.0
804,1,15,5,6.0,0.0,1.0
571,2,6,4,4.0,0.0,1.0
1399,1,4,2,3.0,4.0,1.0
1815,1,18,2,2.0,1.0,1.0
1294,2,19,5,1.0,1.0,1.0
645,2,7,2,2.0,2.0,
483,1,14,6,6.0,3.0,
749,2,20,6,,1.0,
214,2,11,3,6.0,,
547,1,15,5,,4.0,1.0
1050,2,18,1,1.0,2.0,1.0
736,2,17,5,0.0,0.0,
355,1,12,6,4.0,2.0,1.0
612,2,5,4,2.0,6.0,
354,2,19,2,6.0,1.0,0.0
1902,2,13,1,6.0,0.0,
1192,1,16,6,4.0,3.0,0.0
1387,1,8,3,,2.0,0.0
1040,1,13,2,1.0,6.0,0.0
1620,1,2,1,,6.0,0.0
75,2,9,1,2.0,1.0,0.0
1159,1,10,6,4.0,3.0,0.0
100,2,3,3,6.0,4.0,0.0
320,1,6,2,4.0,0.0,
808,1,10,3,6.0,6.0,1.0
21,2,20,3,,0.0,0.0
1222,2,9,1,2.0,6.0,
910,1,8,4,,6.0,
1557,2,17,2,2.0,3.0,1.0
1879,1,4,5,3.0,6.0,0.0
1476,2,3,2,6.0,3.0,1.0
1533,2,14,1,1.0,1.0,
1484,1,16,4,1.0,6.0,
1256,1,7,1,6.0,2.0,0.0
1174,1,16,4,,4.0,0.0
1420,1,20,2,0.0,2.0,
363,2,9,3,0.0,2.0,
1252,1,17,2,6.0,0.0,
16,2,8,5,6.0,0.0,
734,2,6,6,3.0,3.0,0.0
321,2,20,3,0.0,4.0,
1332,2,13,3,2.0,0.0,1.0
1442,1,16,4,2.0,2.0,
259,1,19,4,4.0,6.0,0.0
873,1,13,4,2.0,,1.0
1016,1,12,2,0.0,6.0,
1059,2,20,4,2.0,1.0,1.0
803,1,20,1,,6.0,0.0
654,2,8,2,3.0,0.0,1.0
1600,1,2,5,6.0,0.0,0.0
1647,2,18,1,1.0,3.0,1.0
1876,2,7,5,3.0,4.0,1.0
1919,1,18,5,6.0,0.0,0.0
1723,1,9,1,1.0,1.0,
456,1,3,5,0.0,4.0,
180,1,8,4,,3.0,0.0
215,1,12,1,,1.0,
26,1,6,5,4.0,,0.0
1899,2,17,6,3.0,2.0,1.0
378,1,15,5,,1.0,
336,2,20,1,4.0,0.0,
1652,1,13,4,3.0,,
1843,2,15,5,4.0,2.0,1.0
1226,2,13,1,2.0,,
1426,2,3,3,2.0,4.0,0.0
1436,2,6,4,4.0,0.0,
36,2,12,5,,,
1059,1,5,5,0.0,6.0,1.0
915,1,3,6,0.0,,1.0
30,1,7,2,1.0,3.0,
1481,1,16,5,6.0,2.0,
353,2,8,4,2.0,6.0,1.0
639,2,14,6,,2.0,
1162,1,6,5,,1.0,0.0
1450,2,10,4,2.0,6.0,
671,2,12,1,3.0,1.0,0.0
1246,2,19,6,,2.0,1.0
523,1,10,5,,2.0,1.0
59,1,18,4,1.0,4.0,
1967,2,10,6,4.0,0.0,0.0
993,1,19,5,0.0,6.0,1.0
1671,2,11,3,2.0,1.0,1.0
1539,1,12,2,0.0,2.0,
1374,2,16,2,,4.0,0.0
4,2,6,2,1.0,0.0,1.0
1898,1,14,3,4.0,1.0,0.0
1021,1,17,5,2.0,,0.0
721,2,10,1,2.0,2.0,
1191,1,16,3,,3.0,
798,1,5,3,2.0,6.0,
1099,1,9,6,0.0,0.0,1.0
287,1,1,6,0.0,4.0,
1298,1,3,2,3.0,0.0,
114,1,11,1,6.0,6.0,0.0
699,2,3,3,0.0,3.0,1.0
176,2,6,5,,,
1418,1,19,3,6.0,3.0,
806,2,10,3,4.0,,
1616,1,18,1,,0.0,1.0
1024,2,9,1,3.0,6.0,1.0
1497,2,17,6,1.0,1.0,1.0
671,2,19,1,4.0,4.0,0.0
1994,2,2,1,,4.0,
991,2,12,2,3.0,4.0,0.0
47,1,2,3,4.0,4.0,
424,1,3,5,4.0,6.0,1.0
1802,2,17,6,0.0,0.0,1.0
985,1,16,6,6.0,,1.0
1989,2,1,5,1.0,2.0,
1958,1,20,5,6.0,1.0,0.0
294,1,2,1,,1.0,0.0
734,2,10,2,1.0,1.0,0.0
639,1,4,2,6.0,3.0,0.0
801,1,1,2,1.0,6.0,
1216,2,16,4,,0.0,0.0
242,2,18,2,1.0,,
774,2,16,5,,4.0,1.0
1750,2,1,4,3.0,0.0,0.0
1420,1,13,3,3.0,2.0,1.0
59,1,11,2,1.0,6.0,0.0
324,1,3,1,1.0,4.0,1.0
613,2,5,5,4.0,3.0,
515,2,8,5,3.0,1.0,0.0
1414,2,6,6,2.0,2.0,0.0
1326,1,1,2,,3.0,1.0
866,1,17,3,2.0,3.0,1.0
493,1,14,1,,6.0,0.0
1172,1,7,2,3.0,0.0,1.0
1562,2,8,3,,0.0,0.0
1292,1,1,1,0.0,3.0,0.0
1180,1,13,5,,4.0,1.0
175,2,5,6,4.0,2.0,0.0
416,2,11,3,,2.0,
563,2,8,3,4.0,2.0,1.0
1072,2,10,6,0.0,,1.0
95,2,10,4,1.0,3.0,0.0
892,1,15,3,2.0,3.0,1.0
572,1,4,1,0.0,0.0,
1541,2,17,2,0.0,3.0,
927,1,18,3,4.0,4.0,0.0
1088,1,1,2,6.0,1.0,1.0
1759,2,7,1,3.0,0.0,1.0
48,2,6,1,2.0,0.0,0.0
1048,2,18,2,,2.0,0.0
653,1,5,5,2.0,1.0,
1736,2,9,4,6.0,2.0,1.0
918,1,14,2,,1.0,0.0
477,2,1,4,6.0,6.0,0.0
1793,2,15,4,0.0,0.0,
863,2,13,2,6.0,,1.0
1573,1,9,4,6.0,6.0,0.0
260,2,7,1,6.0,6.0,1.0
1928,2,8,5,6.0,4.0,0.0
1084,2,2,3,3.0,2.0,0.0
1919,1,9,6,2.0,6.0,0.0
1887,1,1,5,6.0,4.0,
1183,2,2,5,0.0,0.0,
1470,2,15,6,4.0,6.0,
672,2,10,5,2.0,3.0,
109,2,7,5,2.0,4.0,1.0
681,1,20,2,3.0,,1.0
1783,2,16,3,2.0,6.0,
1984,1,16,3,,6.0,
303,1,15,3,3.0,0.0,0.0
354,2,1,4,6.0,4.0,0.0
838,2,1,5,6.0,3.0,0.0
108,1,10,1,3.0,4.0,
547,1,14,4,,1.0,1.0
610,1,16,5,6.0,0.0,1.0
484,2,7,6,6.0,,1.0
1241,1,10,6,0.0,2.0,1.0
552,2,16,1,,3.0,1.0
1982,1,10,6,0.0,2.0,1.0
561,2,9,6,1.0,6.0,1.0
1728,2,3,3,3.0,2.0,0.0
1619,2,18,3,0.0,3.0,1.0
189,2,4,6,4.0,4.0,0.0
794,2,20,2,4.0,0.0,1.0
704,2,2,6,6.0,6.0,0.0
1710,1,3,2,6.0,4.0,1.0
569,2,18,1,0.0,4.0,1.0
673,1,8,5,4.0,1.0,0.0
1650,1,12,3,6.0,2.0,0.0
1759,2,20,5,4.0,4.0,0.0
829,2,8,1,4.0,0.0,
1767,2,15,6,0.0,0.0,1.0
1696,2,6,4,4.0,,0.0
1914,1,1,5,,2.0,0.0
568,1,9,4,,,0.0
1215,2,4,2,2.0,1.0,0.0
1962,2,20,2,4.0,3.0,0.0
693,1,19,5,1.0,6.0,0.0
699,1,16,1,,1.0,
984,1,14,4,2.0,6.0,
1392,2,4,1,,,
18,2,5,5,3.0,0.0,0.0
270,2,9,5,3.0,4.0,0.0
981,2,12,2,4.0,1.0,0.0
726,1,11,2,3.0,1.0,0.0
618,2,20,2,1.0,2.0,0.0
967,2,7,1,2.0,,1.0
1390,1,3,5,4.0,1.0,
1410,2,15,3,6.0,4.0,
25,2,4,5,,6.0,
1554,2,6,4,3.0,0.0,1.0
1784,2,7,2,1.0,1.0,1.0
1397,2,4,4,,2.0,1.0
469,1,6,6,2.0,,
371,2,15,4,3.0,3.0,
84,2,4,6,,1.0,0.0
864,2,17,5,2.0,1.0,
1557,2,19,5,0.0,3.0,0.0
239,1,10,2,4.0,6.0,
1073,2,9,5,6.0,0.0,0.0
1095,2,20,5,6.0,1.0,
1691,2,6,5,2.0,2.0,
1507,1,2,2,1.0,3.0,1.0
523,1,2,6,,6.0,1.0
1790,1,14,5,4.0,3.0,1.0
805,2,13,5,3.0,3.0,0.0
1970,2,9,3,6.0,4.0,0.0
896,1,15,1,4.0,,1.0
131,2,10,2,4.0,1.0,0.0
259,2,18,1,4.0,3.0,1.0
994,2,1,2,2.0,3.0,0.0
1404,2,13,3,2.0,,0.0
1152,2,19,4,,0.0,0.0
525,1,8,6,6.0,0.0,
1607,1,4,1,1.0,2.0,1.0
1182,1,5,2,6.0,6.0,1.0
542,2,19,4,0.0,1.0,0.0
877,1,12,1,4.0,4.0,0.0
498,1,19,1,0.0,6.0,0.0
1084,2,9,4,2.0,0.0,
1259,2,8,5,1.0,,1.0
1301,1,20,5,0.0,0.0,1.0
1786,1,11,6,1.0,,1.0
1172,1,15,4,,3.0,1.0
1768,1,19,2,0.0,4.0,1.0
1389,1,12,4,2.0,1.0,
1805,1,14,2,3.0,6.0,0.0
1547,1,17,1,,2.0,0.0
1930,2,5,4,1.0,,
1423,1,11,1,,2.0,
1447,2,10,2,,1.0,
198,1,11,4,3.0,3.0,1.0
329,1,8,6,1.0,2.0,1.0
1435,1,9,5,3.0,1.0,1.0
1458,1,7,5,2.0,1.0,1.0
298,1,8,6,6.0,4.0,
335,2,12,3,1.0,3.0,
900,1,7,6,,2.0,0.0
808,2,12,4,3.0,2.0,0.0
1397,1,17,4,,3.0,0.0
605,1,13,1,4.0,0.0,0.0
1311,1,3,2,6.0,,0.0
933,2,6,3,1.0,,
1628,2,2,2,,2.0,0.0
1284,1,18,5,3.0,4.0,
45,2,17,4,2.0,,0.0
1254,2,1,3,1.0,2.0,1.0
439,1,7,2,,6.0,1.0
1582,2,20,2,2.0,1.0,
977,2,5,6,6.0,0.0,
175,1,18,2,0.0,3.0,
1301,2,11,1,2.0,4.0,1.0
1625,2,15,1,0.0,4.0,
1676,2,11,3,4.0,0.0,1.0
620,1,4,2,,1.0,1.0
1645,2,5,6,1.0,3.0,
1053,1,11,1,1.0,6.0,
256,2,8,2,6.0,,1.0
1286,1,12,5,,3.0,1.0
893,1,13,3,2.0,1.0,
535,2,5,3,2.0,0.0,0.0
1292,2,5,2,1.0,,0.0
644,2,15,2,6.0,6.0,
802,2,15,5,0.0,4.0,0.0
422,2,5,2,6.0,2.0,
828,1,13,5,,3.0,0.0
1665,1,10,5,,2.0,
888,2,3,3,1.0,2.0,0.0
1836,2,8,4,4.0,6.0,
1579,2,14,6,2.0,3.0,1.0
825,2,17,4,4.0,3.0,
1578,2,16,3,2.0,6.0,
768,1,5,1,1.0,1.0,1.0
1760,1,12,2,1.0,4.0,1.0
983,2,3,1,0.0,,0.0
772,1,16,4,,0.0,
260,2,12,3,3.0,,0.0
1107,2,6,4,1.0,0.0,
930,1,10,5,4.0,,
1794,2,11,5,1.0,,0.0
588,2,13,2,1.0,2.0,
1411,1,7,6,0.0,3.0,0.0
1446,2,5,6,0.0,4.0,
470,2,12,4,0.0,6.0,1.0
872,1,3,3,4.0,0.0,0.0
1485,1,18,1,0.0,0.0,1.0
1449,2,10,5,3.0,6.0,0.0
1927,1,10,6,3.0,1.0,
559,2,16,2,4.0,1.0,0.0
15,2,19,2,3.0,,0.0
349,2,14,6,1.0,6.0,0.0
275,2,8,2,1.0,0.0,0.0
774,1,2,3,1.0,,0.0
384,1,13,3,0.0,4.0,0.0
565,1,14,4,6.0,1.0,1.0
1371,2,19,2,3.0,6.0,1.0
570,1,5,1,,1.0,0.0
1584,2,17,4,3.0,4.0,0.0
1076,1,14,1,0.0,4.0,1.0
1713,1,1,5,,1.0,1.0
861,2,7,6,0.0,,0.0
967,1,10,4,1.0,4.0,0.0
710,2,7,6,1.0,,
1709,1,19,3,1.0,1.0,1.0
204,1,6,4,3.0,2.0,1.0
1583,1,8,5,3.0,3.0,0.0
870,2,16,2,1.0,3.0,0.0
143,1,20,1,1.0,0.0,
1161,2,9,4,3.0,0.0,0.0
1601,2,6,3,2.0,4.0,1.0
1180,2,11,2,1.0,6.0,1.0
1677,1,3,5,,3.0,0.0
1774,2,10,5,2.0,,0.0
16,1,15,6,4.0,,1.0
1523,1,17,6,0.0,1.0,0.0
1705,2,9,6,4.0,2.0,0.0
1911,2,7,4,,,
1187,2,10,6,6.0,1.0,1.0
1065,1,14,1,1.0,1.0,0.0
918,1,16,3,4.0,6.0,
481,2,9,3,1.0,4.0,
280,1,3,5,3.0,6.0,
1660,2,7,1,1.0,4.0,1.0
76,2,13,2,,0.0,1.0
1851,1,2,4,4.0,2.0,1.0
365,1,8,2,2.0,0.0,0.0
1687,1,1,4,1.0,2.0,
1896,2,11,3,1.0,4.0,1.0
1419,1,1,6,4.0,2.0,
291,2,1,3,6.0,2.0,1.0
887,2,10,5,1.0,4.0,
1330,2,20,2,,2.0,1.0
856,2,9,5,1.0,6.0,
275,1,4,5,,,
1152,1,12,4,,,0.0
463,2,18,6,6.0,0.0,1.0
657,2,12,2,,,
1292,1,13,4,2.0,,0.0
1514,1,6,1,1.0,0.0,1.0
1599,2,15,6,,4.0,1.0
1329,2,1,3,3.0,4.0,
333,2,18,5,0.0,6.0,
1591,2,11,6,1.0,0.0,0.0
361,1,7,1,4.0,4.0,
827,2,12,6,1.0,,1.0
88,2,15,2,2.0,1.0,
1268,1,2,4,3.0,4.0,
1737,1,4,3,,6.0,0.0
1161,1,6,2,3.0,3.0,0.0
1354,2,13,3,3.0,3.0,
1481,2,12,6,4.0,0.0,0.0
1741,2,11,1,3.0,1.0,0.0
923,1,4,2,0.0,2.0,1.0
1970,2,4,1,0.0,1.0,
712,2,19,4,2.0,2.0,0.0
478,2,17,3,0.0,6.0,0.0
922,1,5,6,6.0,4.0,0.0
1444,1,17,6,,6.0,
582,2,10,3,4.0,4.0,
957,2,20,3,,0.0,0.0
834,2,7,6,2.0,,1.0
257,2,12,5,0.0,3.0,
554,2,18,1,0.0,2.0,
784,2,16,1,,3.0,0.0
1746,1,11,4,4.0,1.0,
276,2,18,2,3.0,3.0,0.0
1114,2,13,2,0.0,,
1465,1,10,5,3.0,1.0,
1895,1,3,4,,2.0,0.0
508,1,10,4,2.0,,0.0
187,2,20,2,6.0,3.0,0.0
1786,1,14,4,1.0,0.0,1.0
117,1,14,2,1.0,0.0,1.0
1044,1,2,2,1.0,1.0,1.0
1881,2,13,1,6.0,1.0,1.0
1693,1,19,5,1.0,1.0,0.0
1586,1,10,6,3.0,3.0,0.0
847,1,7,4,,2.0,
927,1,1,3,1.0,0.0,1.0
1492,1,12,3,2.0,1.0,
352,1,20,4,2.0,3.0,
1719,1,11,4,4.0,,0.0
1214,2,6,4,3.0,,1.0
240,1,3,4,4.0,0.0,
308,2,9,3,,3.0,
922,1,11,5,4.0,2.0,0.0
1748,1,4,4,2.0,4.0,
1178,2,6,4,0.0,2.0,0.0
1964,2,20,1,,0.0,0.0
1293,2,2,1,1.0,1.0,
1382,2,1,5,6.0,2.0,1.0
571,2,14,3,2.0,1.0,
1526,2,2,1,3.0,0.0,1.0
1273,2,6,6,2.0,0.0,1.0
538,1,4,1,4.0,3.0,0.0
58,1,16,5,,0.0,0.0
1546,2,17,2,0.0,1.0,1.0
1354,2,20,6,2.0,1.0,
1915,1,12,5,3.0,,
1564,1,6,4,3.0,6.0,
1027,1,9,1,3.0,3.0,1.0
282,1,18,2,3.0,2.0,
453,2,3,4,6.0,2.0,1.0
1336,1,13,3,2.0,0.0,
634,2,11,6,0.0,0.0,1.0
783,2,8,3,1.0,4.0,0.0
1052,1,18,4,,3.0,0.0
1192,2,7,3,0.0,1.0,0.0
1282,1,5,5,6.0,1.0,
1176,1,9,5,1.0,1.0,0.0
1926,1,1,1,2.0,0.0,0.0
504,1,7,5,6.0,4.0,1.0
898,1,6,4,4.0,3.0,
828,1,9,3,6.0,,
580,1,17,5,2.0,,0.0
715,1,8,3,1.0,0.0,1.0
192,1,17,3,0.0,1.0,1.0
1199,2,17,5,,4.0,0.0
606,2,12,6,3.0,1.0,0.0
669,2,16,3,,4.0,0.0
122,2,12,4,,3.0,0.0
261,2,13,4,1.0,3.0,1.0
937,2,4,4,,6.0,
785,1,13,1,6.0,4.0,0.0
1673,1,18,4,3.0,0.0,0.0
1366,1,13,3,3.0,6.0,0.0
238,2,1,5,4.0,6.0,0.0
619,1,19,4,0.0,1.0,1.0
873,1,5,5,4.0,3.0,0.0
1179,2,14,1,6.0,1.0,
1386,1,16,6,4.0,4.0,0.0
810,1,2,3,3.0,3.0,
538,1,19,5,2.0,4.0,
758,2,5,3,6.0,0.0,1.0
339,2,12,5,4.0,0.0,
1579,2,6,5,2.0,,1.0
1073,1,2,5,4.0,0.0,1.0
1779,2,19,3,3.0,0.0,
593,2,10,2,,,0.0
1680,2,11,1,0.0,3.0,
1620,1,8,5,4.0,3.0,0.0
1228,1,20,5,,0.0,
577,1,19,2,3.0,1.0,0.0
380,2,16,3,1.0,6.0,
442,1,12,1,4.0,6.0,
199,1,20,5,3.0,3.0,0.0
1113,2,16,5,1.0,3.0,0.0
360,2,15,3,4.0,,
488,1,18,5,,4.0,1.0
953,2,15,5,4.0,4.0,0.0
1965,2,15,4,3.0,4.0,0.0
1947,1,15,5,,6.0,0.0
1834,1,12,1,0.0,4.0,1.0
293,1,5,6,,0.0,
1260,1,7,5,3.0,4.0,0.0
1739,1,4,3,0.0,1.0,0.0
718,1,9,1,4.0,0.0,
379,1,4,5,4.0,0.0,1.0
258,2,15,4,6.0,1.0,1.0
1902,1,1,2,2.0,,
941,2,17,5,,3.0,
1214,2,15,5,0.0,2.0,1.0
57,2,12,2,1.0,3.0,1.0
1447,1,11,6,4.0,4.0,
1201,1,10,4,3.0,3.0,
1081,1,13,4,2.0,3.0,0.0
1263,2,3,1,1.0,3.0,1.0
1304,1,5,6,1.0,1.0,0.0
11,1,8,4,4.0,1.0,1.0
62,1,18,5,,4.0,
353,2,3,2,,0.0,
253,2,20,3,4.0,2.0,
1852,2,15,3,6.0,,1.0
1191,2,16,5,4.0,4.0,1.0
1076,2,14,2,1.0,1.0,
805,2,11,4,1.0,4.0,1.0
748,1,5,5,1.0,3.0,0.0
52,1,10,1,6.0,1.0,
128,1,10,4,,2.0,0.0
800,2,18,5,3.0,2.0,0.0
1910,2,17,4,3.0,2.0,1.0
990,1,8,1,4.0,0.0,1.0
244,2,5,5,2.0,0.0,
1529,2,1,4,1.0,3.0,1.0
1633,2,6,6,0.0,2.0,1.0
493,2,14,1,3.0,0.0,
1517,2,15,4,0.0,0.0,1.0
1547,2,7,6,,,1.0
1153,2,20,5,4.0,,0.0
704,1,15,2,,6.0,0.0
1623,2,11,1,3.0,1.0,0.0
355,2,2,2,1.0,4.0,0.0
1904,1,12,1,6.0,6.0,1.0
1553,2,11,1,4.0,4.0,1.0
503,2,3,5,,3.0,0.0
80,2,8,5,2.0,6.0,0.0
499,1,7,6,2.0,,0.0
54,2,16,6,2.0,3.0,1.0
1801,1,7,2,3.0,3.0,1.0
1989,1,3,4,,1.0,0.0
1702,1,6,4,3.0,6.0,
1414,2,8,4,0.0,2.0,
1922,1,16,5,1.0,4.0,0.0
623,2,9,6,1.0,1.0,
1084,2,9,4,2.0,0.0,
391,1,1,1,3.0,6.0,1.0
533,2,6,6,0.0,4.0,
205,1,2,6,,3.0,1.0
1502,2,16,3,6.0,0.0,1.0
713,2,5,5,0.0,4.0,0.0
803,2,17,3,2.0,1.0,1.0
504,1,9,1,,3.0,
571,2,3,1,0.0,4.0,
1342,1,16,4,6.0,1.0,1.0
1482,2,4,3,4.0,1.0,
516,2,20,6,3.0,2.0,0.0
1387,1,8,3,,2.0,0.0
591,2,6,2,3.0,1.0,
1717,1,8,6,0.0,2.0,0.0
825,2,20,6,4.0,1.0,0.0
1056,2,3,3,4.0,2.0,0.0
624,1,4,1,6.0,1.0,
515,1,13,6,3.0,6.0,
854,1,19,4,1.0,3.0,1.0
951,2,10,2,3.0,3.0,1.0
1394,2,15,6,0.0,2.0,1.0
672,2,12,4,6.0,6.0,1.0
786,2,6,2,0.0,1.0,
922,1,12,1,2.0,0.0,
456,1,13,5,4.0,,1.0
1030,1,13,6,3.0,2.0,1.0
907,2,11,4,,4.0,1.0
772,2,17,2,,2.0,0.0
1140,1,15,6,2.0,4.0,1.0
1858,2,18,5,1.0,,1.0
316,1,15,1,3.0,0.0,0.0
1755,2,15,6,3.0,,1.0
1659,2,16,2,4.0,0.0,
1952,2,6,6,,2.0,
1166,2,17,1,1.0,4.0,0.0
1631,2,15,3,,1.0,1.0
707,2,9,5,0.0,6.0,0.0
1897,2,9,1,0.0,3.0,1.0
313,1,6,1,,3.0,1.0
932,1,14,2,6.0,0.0,
1458,1,15,6,2.0,2.0,1.0
1345,1,12,3,6.0,0.0,0.0
1067,2,20,1,2.0,4.0,0.0
1225,2,6,5,0.0,,0.0
1037,1,13,3,3.0,,
